title	query	reason
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175105).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175058).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175049).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175042).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175040).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Hapulico Complex on Vũ Trọng Phụng Street (20140804 175037).jpg	Hapulico Complex on Vũ Trọng Phụng Street, Hanoi, Vietnam	no specific feature found
File:Vũ Trọng Phụng Street (20140804 175034).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 175031).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 175029).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174811).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174813).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174816).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174821).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 175017).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 175014).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 175009).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 175004).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174949).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174943).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174920).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174912).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174909).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174906).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174854).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Vũ Trọng Phụng Street (20140804 174841).jpg	Vũ Trọng Phụng Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Hoàng Minh Giám Street (IMG 0208).JPG	Hoàng Minh Giám Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Hoàng Minh Giám Street (IMG 0207).JPG	Hoàng Minh Giám Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Hoàng Minh Giám Street (IMG 0206).JPG	Hoàng Minh Giám Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Hoàng Minh Giám Street (IMG 0205).JPG	Hoàng Minh Giám Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Hoàng Minh Giám Street (IMG 0204).JPG	Hoàng Minh Giám Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Huynh Thuc Khang Street, Ha Noi.jpg	Huynh Thuc Khang Street, Ha Noi	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175215).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175315).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175438).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175442).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175459).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175513).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175523).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175526).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175558).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175615).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175619).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Giảng Võ Street (20140922 175623).jpg	Giảng Võ Street, Hanoi, Vietnam	a road is not a site (highway/primary)
File:Trần Huy Liệu Street (20140922 175023).jpg	Trần Huy Liệu Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Trần Huy Liệu Street (20140922 175027).jpg	Trần Huy Liệu Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Trần Huy Liệu Street (20140922 175034).jpg	Trần Huy Liệu Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Trần Huy Liệu Street (20140922 175038).jpg	Trần Huy Liệu Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Trần Huy Liệu Street (20140922 174914).jpg	Trần Huy Liệu Street, Hanoi, Vietnam	a road is not a site (highway/residential)
File:Kim Mã Street (IMG 0082).JPG	Kim Mã Street ( ), Hanoi, Vietnam	a road is not a site (highway/primary)
File:Kim Mã Street (IMG 0083).JPG	Kim Mã Street ( ), Hanoi, Vietnam	a road is not a site (highway/primary)
File:Kim Mã Street (IMG 0095).JPG	Kim Mã Street ( ), Hanoi, Vietnam	a road is not a site (highway/primary)
File:Hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Kim Mã giao với phố Trần Huy Liệu, quận Ba Đình, thành phố Hà Nội.jpg	Hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Kim Mã giao với phố Trần Huy Liệu, quận Ba Đình, thành phố Hà Nội	no specific feature found
File:Các bạn trẻ đứng chụp ảnh dưới hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Kim Mã giao với phố Vạn Bảo, quận Ba Đình, thành phố Hà Nội.jpg	Các bạn trẻ đứng chụp ảnh dưới hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Kim Mã giao với phố Vạn Bảo, quận Ba Đình, thành phố Hà Nội	no specific feature found
File:Hàng cây xanh trên phố Kim Mã, đoạn gần ngã ba phố Kim Mã giao với phố Trần Huy Liệu, quận Ba Đình, thành phố Hà Nội.jpg	Hàng cây xanh trên phố Kim Mã, đoạn gần ngã ba phố Kim Mã giao với phố Trần Huy Liệu, quận Ba Đình, thành phố Hà Nội	no specific feature found
File:Một cô gái giúp bà lão sang qua đường, đoạn ngã ba phố Kim Mã giao với phố Giang Văn Minh, gần Nhà hát chèo Việt Nam, quận Ba Đình, thành phố Hà Nội.jpg	Một cô gái giúp bà lão sang qua đường, đoạn ngã ba phố Kim Mã giao với phố Giang Văn Minh, gần Nhà hát chèo Việt Nam, quận Ba Đình, thành phố Hà Nội	no specific feature found
File:Hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Ngọc Khánh giao với phố Kim Mã, quận Ba Đình, thành phố Hà Nội.jpg	Hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Ngọc Khánh giao với phố Kim Mã, quận Ba Đình, thành phố Hà Nội	no specific feature found
File:Hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Kim Mã giao với phố Vạn Bảo, quận Ba Đình, thành phố Hà Nội.jpg	Hàng cây xanh trên phố Kim Mã, khu vực gần ngã ba phố Kim Mã giao với phố Vạn Bảo, quận Ba Đình, thành phố Hà Nội	no specific feature found
File:Núi Trúc Street (IMG 0081).JPG	Núi Trúc Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Núi Trúc Street (IMG 0080).JPG	Núi Trúc Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Núi Trúc Street (IMG 0079).JPG	Núi Trúc Street ( ), Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Nam Cao - Núi Trúc Street (IMG 0078).JPG	Nam Cao - Núi Trúc Street ( ), Hanoi, Vietnam	no specific feature found
File:Nao Cao - Núi Trúc Street (IMG 0077).JPG	Nao Cao - Núi Trúc Street ( ), Hanoi, Vietnam	no specific feature found
File:Nam Cao - Núi Trúc Street (IMG 0076).JPG	Nam Cao - Núi Trúc Street ( ), Hanoi, Vietnam	no specific feature found
File:Phố Núi Trúc street, Hà Nội 02.jpg	Phố Núi Trúc street, Hà Nội 02	'nui' is not in the hit's name 'Công Ty TNHH XD Và Phát Triển TM An Lộc'
File:Phố Núi Trúc street, Hà Nội 03.jpg	Phố Núi Trúc street, Hà Nội 03	'nui' is not in the hit's name 'Chung cư An Bình'
File:Hoàng Tích Trí Street (20141118 163722).jpg	Hoàng Tích Trí Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Hoàng Tích Trí Street (20141118 163901).jpg	Hoàng Tích Trí Street, Hanoi, Vietnam	a road is not a site (highway/tertiary)
File:Pho Nguyen Thai Hoc tu tren cao (thoi phap thuoc).jpg	Pho Nguyen Thai Hoc tu tren cao (thoi phap thuoc), Hanoi, Vietnam	no specific feature found
File:Pho Ha Noi ngay 10-10-2010.jpg	Pho Ha Noi ngay 10-10	no specific feature found
